"sales_id","sales_person_id","customer_id","product_id","quantity","sale_date"
104,21,18723,276,780,1992-12-21
105,21,9000,90,90,1992-10-13
106,12,782,403,403,1992-12-13
107,4,12423,213,717,1992-12-22
108,7,3000,30,30,1992-12-10
109,18,14241,340,340,1992-10-27
110,9,6023,149,653,1992-10-25
111,1,17664,463,967,1992-12-19
112,4,8241,280,280,1992-12-29
113,15,19482,86,590,1992-10-24
114,6,11264,399,903,1992-11-17
115,10,1941,217,217,1992-11-17
116,1,13482,26,530,1992-11-05
117,12,4964,336,840,1992-11-24
118,15,15300,153,153,1992-10-01
119,7,7182,467,467,1992-11-03
120,15,664,293,797,1992-10-31
121,15,10700,107,107,1992-11-24
122,6,2482,420,420,1992-12-08
123,20,14023,229,733,1992-10-28
124,1,4700,47,47,1992-12-22
125,12,15941,357,357,1992-12-18
126,3,7723,166,670,1992-11-08
127,17,19264,479,983,1992-10-30
128,21,9941,297,297,1992-11-15
129,9,1423,103,607,1992-10-23
130,1,12964,416,920,1992-11-16
131,3,3541,233,233,1992-12-12
132,18,15182,43,547,1992-10-18
133,6,6664,353,857,1992-09-22
134,9,17000,170,170,1992-11-23
135,1,8782,483,483,1992-10-26
136,15,664,293,797,1992-10-10
137,15,10700,107,107,1992-09-22
138,6,2482,420,420,1992-09-29
139,20,14023,229,733,1992-10-21
140,1,4700,47,47,1992-10-21
141,12,15941,357,357,1992-12-18
142,3,7723,166,670,1992-09-27
143,17,19264,479,983,1992-10-01
144,21,9941,297,297,1992-10-18
145,9,1423,103,607,1992-12-02
146,1,12964,416,920,1992-12-15
147,3,3541,233,233,1992-12-12
148,18,15182,43,547,1992-11-17
149,6,6664,353,857,1992-11-27
150,9,17000,170,170,1992-11-20
151,17,10482,500,500,1992-11-30
152,5,1964,306,810,1992-10-31
153,8,12300,123,123,1992-10-28
154,1,4182,437,437,1992-09-26
155,14,15723,246,750,1992-10-11
156,14,6000,60,60,1992-12-21
157,5,17541,373,373,1992-10-12
158,20,14023,229,733,1992-12-17
159,1,4700,47,47,1992-11-02
160,12,15941,357,357,1992-09-27
161,3,7723,166,670,1992-09-30
162,14,18964,476,980,1992-12-28
163,17,9541,293,293,1992-11-24
164,9,1423,103,607,1992-11-24
165,1,12964,416,920,1992-10-14
166,1,3241,230,230,1992-11-30
167,14,14782,39,543,1992-10-11
168,6,6664,353,857,1992-09-21
169,9,17000,170,170,1992-11-24
170,20,8482,480,480,1992-10-05
171,11,264,289,793,1992-11-14
172,15,10700,107,107,1992-11-28
173,6,2482,420,420,1992-10-16
174,17,13723,226,730,1992-09-27
175,20,4300,43,43,1992-10-30
176,12,15941,357,357,1992-09-30
177,20,9423,183,687,1992-12-08
178,1,1,1,179,1992-11-17
179,11,11241,310,310,1992-11-10
180,2,3023,119,623,1992-10-06
181,17,14664,433,937,1992-11-29
182,20,5241,250,250,1992-12-29
183,8,16482,56,560,1992-12-07
184,22,8264,369,873,1992-09-27
185,3,18700,187,187,1992-11-11
186,17,10482,500,500,1992-11-23
187,5,1964,306,810,1992-11-12
188,8,12300,123,123,1992-12-06
189,1,4182,437,437,1992-11-02
190,14,15723,246,750,1992-10-13
191,14,6000,60,60,1992-11-20
192,5,17541,373,373,1992-12-27
193,20,9423,183,687,1992-10-14
194,1,1,1,195,1992-10-27
195,11,11241,310,310,1992-10-07
196,2,3023,119,623,1992-11-11
197,17,14664,433,937,1992-09-26
198,20,5241,250,250,1992-10-27
199,8,16482,56,560,1992-12-07
200,22,8264,369,873,1992-10-28
201,3,18700,187,187,1992-11-12
202,17,10482,500,500,1992-12-27
203,22,3664,323,827,1992-09-22
204,2,14000,140,140,1992-12-23
205,13,5482,450,450,1992-11-29
206,4,17023,259,763,1992-10-22
207,8,7700,77,77,1992-11-26
208,22,19241,390,390,1992-10-01
209,10,10723,196,700,1992-12-02
210,13,1300,13,13,1992-10-01
211,18,14241,340,340,1992-12-12
212,9,6023,149,653,1992-11-17
213,1,17664,463,967,1992-12-22
214,4,8241,280,280,1992-10-21
215,15,19482,86,590,1992-10-31
216,6,11264,399,903,1992-10-12
217,10,1941,217,217,1992-10-26
218,1,13482,26,530,1992-12-27
219,12,4964,336,840,1992-09-28
220,15,15300,153,153,1992-12-28
221,7,7182,467,467,1992-10-21
222,21,18723,276,780,1992-11-20
223,21,9000,90,90,1992-11-10
224,12,782,403,403,1992-12-25
225,4,12423,213,717,1992-11-21
226,7,3000,30,30,1992-10-16
227,18,14241,340,340,1992-09-30
228,9,6023,149,653,1992-12-27
229,1,17664,463,967,1992-12-03
230,4,8241,280,280,1992-10-11
231,15,19482,86,590,1992-12-21
232,6,11264,399,903,1992-10-22
233,10,1941,217,217,1992-11-24
234,1,13482,26,530,1992-11-20
235,12,4964,336,840,1992-10-07
236,15,15300,153,153,1992-11-25
237,7,7182,467,467,1992-09-24
238,21,18723,276,780,1992-10-20
239,21,9000,90,90,1992-11-11
240,12,782,403,403,1992-11-12
241,4,12423,213,717,1992-11-06
242,7,3000,30,30,1992-09-26
243,18,14241,340,340,1992-11-23
244,9,6023,149,653,1992-12-19
245,1,17664,463,967,1992-10-23
246,4,8241,280,280,1992-10-28
247,15,19482,86,590,1992-11-24
248,6,11264,399,903,1992-10-19
249,10,1941,217,217,1992-10-03
250,18,15182,43,547,1992-10-20
251,6,6664,353,857,1992-09-22
252,9,17000,170,170,1992-12-24
253,1,8782,483,483,1992-12-20
254,5,1964,306,810,1992-11-23
255,8,12300,123,123,1992-10-10
256,1,4182,437,437,1992-09-29
257,14,15723,246,750,1992-10-11
258,14,6000,60,60,1992-12-04
259,22,19241,390,390,1992-11-22
260,10,10723,196,700,1992-12-28
261,13,1300,13,13,1992-10-11
262,5,12941,327,327,1992-11-03
263,19,4723,136,640,1992-11-14
264,1,17664,463,967,1992-11-05
265,4,8241,280,280,1992-11-26
266,15,19482,86,590,1992-09-28
267,6,11264,399,903,1992-12-14
268,10,1941,217,217,1992-11-17
269,1,13482,26,530,1992-10-20
270,12,4964,336,840,1992-10-01
271,15,15300,153,153,1992-12-22
272,7,7182,467,467,1992-10-20
273,11,264,289,793,1992-12-06
274,15,10700,107,107,1992-10-02
275,6,2482,420,420,1992-12-24
276,17,13723,226,730,1992-11-01
277,20,4300,43,43,1992-11-22
278,12,15941,357,357,1992-10-29
279,3,7723,166,670,1992-12-08
280,14,18964,476,980,1992-11-25
281,17,9541,293,293,1992-12-20
282,9,1423,103,607,1992-11-17
283,1,12964,416,920,1992-12-07
284,1,3241,230,230,1992-12-19
285,14,14782,39,543,1992-11-29
286,6,6664,353,857,1992-09-25
287,9,17000,170,170,1992-10-30
288,20,8482,480,480,1992-10-16
289,11,264,289,793,1992-12-14
290,15,10700,107,107,1992-11-26
291,6,2482,420,420,1992-09-21
292,17,13723,226,730,1992-09-28
293,20,4300,43,43,1992-12-05
294,12,15941,357,357,1992-12-15
295,3,7723,166,670,1992-10-14
296,14,18964,476,980,1992-11-25
297,17,9541,293,293,1992-11-01
298,9,1423,103,607,1992-12-24
299,1,12964,416,920,1992-11-08
300,1,3241,230,230,1992-12-01
301,14,14782,39,543,1992-10-09
302,6,6664,353,857,1992-11-01
303,9,17000,170,170,1992-11-23
304,21,9941,297,297,1992-10-01
305,9,1423,103,607,1992-11-22
306,1,12964,416,920,1992-11-09
307,3,3541,233,233,1992-11-11
308,14,14782,39,543,1992-11-19
309,13,9664,383,887,1992-10-27
310,16,241,200,200,1992-10-16
311,7,11782,9,513,1992-10-02
312,22,3664,323,827,1992-10-15
313,2,14000,140,140,1992-12-24
314,13,5482,450,450,1992-10-26
315,4,17023,259,763,1992-10-13
316,8,7700,77,77,1992-12-04
317,22,19241,390,390,1992-10-25
318,10,10723,196,700,1992-11-21
319,13,1300,13,13,1992-11-10
320,5,12941,327,327,1992-10-24
321,19,4723,136,640,1992-09-26
322,7,15964,446,950,1992-11-22
323,10,6541,263,263,1992-09-29
324,2,18182,73,577,1992-10-21
325,16,9964,386,890,1992-12-11
326,16,241,200,200,1992-10-06
327,7,11782,9,513,1992-12-13
328,22,3664,323,827,1992-11-22
329,2,14000,140,140,1992-12-08
330,13,5482,450,450,1992-10-21
331,4,17023,259,763,1992-11-30
332,21,9000,90,90,1992-11-09
333,12,782,403,403,1992-09-26
334,4,12423,213,717,1992-09-26
335,7,3000,30,30,1992-12-17
336,18,14241,340,340,1992-10-27
337,9,6023,149,653,1992-11-02
338,1,17664,463,967,1992-11-08
339,4,8241,280,280,1992-11-15
340,15,19482,86,590,1992-11-25
341,6,11264,399,903,1992-09-25
342,10,1941,217,217,1992-12-07
343,1,13482,26,530,1992-09-25
344,12,4964,336,840,1992-10-15
345,15,15300,153,153,1992-10-29
346,7,7182,467,467,1992-10-23
347,21,18723,276,780,1992-11-02
348,21,9000,90,90,1992-11-17
349,12,782,403,403,1992-10-16
350,4,12423,213,717,1992-12-28
351,7,3000,30,30,1992-11-28
352,18,14241,340,340,1992-10-26
353,9,6023,149,653,1992-11-30
354,1,17664,463,967,1992-10-10
355,4,8241,280,280,1992-10-05
356,15,19482,86,590,1992-11-19
357,6,11264,399,903,1992-09-28
358,10,1941,217,217,1992-09-24
359,1,13482,26,530,1992-10-28
360,12,4964,336,840,1992-12-23
361,15,15300,153,153,1992-12-26
362,7,7182,467,467,1992-11-07
363,21,18723,276,780,1992-12-28
364,21,9000,90,90,1992-11-30
365,12,782,403,403,1992-12-24
366,4,12423,213,717,1992-11-11
367,7,3000,30,30,1992-10-15
368,18,14241,340,340,1992-12-13
369,9,6023,149,653,1992-11-10
370,1,17664,463,967,1992-12-23
371,4,8241,280,280,1992-10-31
372,15,19482,86,590,1992-12-27
373,6,11264,399,903,1992-12-27
374,10,1941,217,217,1992-10-30
375,1,13482,26,530,1992-12-12
376,12,4964,336,840,1992-10-28
377,15,15300,153,153,1992-10-06
378,7,7182,467,467,1992-11-18
379,21,18723,276,780,1992-11-25
380,21,9000,90,90,1992-10-05
381,12,782,403,403,1992-11-02
382,4,12423,213,717,1992-09-24
383,7,3000,30,30,1992-12-09
384,18,14241,340,340,1992-10-03
385,9,6023,149,653,1992-10-17
386,1,17664,463,967,1992-11-08
387,4,8241,280,280,1992-10-15
388,15,19482,86,590,1992-10-11
389,6,11264,399,903,1992-11-16
390,10,1941,217,217,1992-11-19
391,1,13482,26,530,1992-09-24
392,12,4964,336,840,1992-11-12
393,15,15300,153,153,1992-12-27
394,7,7182,467,467,1992-12-01
395,21,18723,276,780,1992-12-04
396,21,9000,90,90,1992-12-23
397,12,782,403,403,1992-11-21
398,4,12423,213,717,1992-12-28
399,7,3000,30,30,1992-11-22
400,18,14241,340,340,1992-12-17
401,9,6023,149,653,1992-12-06
402,1,17664,463,967,1992-11-18
403,4,8241,280,280,1992-10-19
404,15,19482,86,590,1992-10-10
405,17,14664,433,937,1992-10-14
406,20,5241,250,250,1992-11-22
407,8,16482,56,560,1992-10-23
408,22,8264,369,873,1992-11-12
409,3,18700,187,187,1992-09-23
410,17,10482,500,500,1992-10-23
411,5,1964,306,810,1992-10-07
412,8,12300,123,123,1992-12-05
413,1,4182,437,437,1992-11-24
414,14,15723,246,750,1992-11-18
415,14,6000,60,60,1992-11-17
416,5,17541,373,373,1992-12-28
417,20,9423,183,687,1992-12-02
418,1,1,1,11,1992-11-10
419,11,11241,310,310,1992-12-05
420,2,3023,119,623,1992-10-10
421,1,17664,463,967,1992-09-21
422,4,8241,280,280,1992-12-04
423,9,1423,103,607,1992-10-31
424,1,12964,416,920,1992-11-28
425,1,3241,230,230,1992-11-07
426,14,14782,39,543,1992-12-04
427,6,6664,353,857,1992-12-08
428,9,17000,170,170,1992-11-09
429,20,8482,480,480,1992-10-05
430,11,264,289,793,1992-12-05
431,15,10700,107,107,1992-11-05
432,6,2482,420,420,1992-10-13
433,17,13723,226,730,1992-11-10
434,20,4300,43,43,1992-11-06
435,12,15941,357,357,1992-12-26
436,20,9423,183,687,1992-11-24
437,1,1,1,11,1992-10-03
438,11,11241,310,310,1992-11-16
439,2,3023,119,623,1992-11-20
440,17,14664,433,937,1992-10-14
441,20,5241,250,250,1992-09-22
442,8,16482,56,560,1992-11-16
443,16,9964,386,890,1992-10-03
444,16,241,200,200,1992-10-05
445,7,11782,9,513,1992-11-24
446,22,3664,323,827,1992-10-27
447,2,14000,140,140,1992-10-07
448,13,5482,450,450,1992-12-01
449,4,17023,259,763,1992-12-17
450,8,7700,77,77,1992-12-20
451,12,782,403,403,1992-10-09
452,4,12423,213,717,1992-11-04
453,7,3000,30,30,1992-11-11
454,18,14241,340,340,1992-10-20
455,9,6023,149,653,1992-09-21
456,1,17664,463,967,1992-09-22
457,4,8241,280,280,1992-10-26
458,15,19482,86,590,1992-11-24
459,6,11264,399,903,1992-11-20
460,10,1941,217,217,1992-12-15
461,1,13482,26,530,1992-10-01
462,12,4964,336,840,1992-10-10
463,15,15300,153,153,1992-10-30
464,7,7182,467,467,1992-12-12
465,21,18723,276,780,1992-11-01
466,21,9000,90,90,1992-10-17
467,12,782,403,403,1992-10-26
468,4,12423,213,717,1992-10-24
469,7,3000,30,30,1992-09-24
470,18,14241,340,340,1992-09-27
471,9,6023,149,653,1992-12-06
472,1,17664,463,967,1992-10-08
473,4,8241,280,280,1992-12-27
474,15,19482,86,590,1992-10-13
475,6,11264,399,903,1992-11-17
476,10,1941,217,217,1992-10-11
477,1,13482,26,530,1992-11-06
478,12,4964,336,840,1992-12-23
479,15,15300,153,153,1992-09-23
480,7,7182,467,467,1992-10-25
481,21,18723,276,780,1992-10-03
482,21,9000,90,90,1992-10-06
483,12,782,403,403,1992-12-01
484,4,12423,213,717,1992-12-07
485,7,3000,30,30,1992-12-06
486,18,14241,340,340,1992-10-07
487,9,6023,149,653,1992-11-22
488,1,17664,463,967,1992-10-31
489,4,8241,280,280,1992-12-05
490,15,19482,86,590,1992-11-24
491,6,11264,399,903,1992-10-17
492,10,1941,217,217,1992-12-23
493,1,13482,26,530,1992-12-08
494,12,4964,336,840,1992-11-27
495,15,15300,153,153,1992-10-17
496,1,1,1,11,1992-09-26
497,13,1300,13,13,1992-10-16
498,7,3000,30,30,1992-12-22
499,1,4700,47,47,1992-12-02
500,14,6000,60,60,1992-10-30
501,8,7700,77,77,1992-12-24
502,21,9000,90,90,1992-12-23
503,15,10700,107,107,1992-11-09
504,8,12300,123,123,1992-12-18
505,2,14000,140,140,1992-10-03
506,15,15300,153,153,1992-11-08
507,9,17000,170,170,1992-11-02
508,3,18700,187,187,1992-10-02
509,16,241,200,200,1992-12-15
510,10,1941,217,217,1992-10-26
511,10,6541,263,263,1992-12-24
512,4,8241,280,280,1992-10-24
513,21,9941,297,297,1992-12-06
514,11,11241,310,310,1992-11-26
515,5,12941,327,327,1992-11-13
516,18,14241,340,340,1992-11-18
517,12,15941,357,357,1992-10-05
518,5,17541,373,373,1992-12-03
519,22,19241,390,390,1992-11-12
520,12,782,403,403,1992-10-29
521,6,2482,420,420,1992-10-24
522,1,4182,437,437,1992-11-06
523,13,5482,450,450,1992-10-29
524,7,7182,467,467,1992-11-20
525,1,8782,483,483,1992-12-04
526,17,10482,500,500,1992-11-19
527,7,11782,9,513,1992-10-30
528,1,13482,26,530,1992-11-14
529,18,15182,43,547,1992-11-05
530,8,16482,56,560,1992-09-30
531,2,18182,73,577,1992-12-22
532,15,19482,86,590,1992-11-11
533,9,1423,103,607,1992-12-16
534,2,3023,119,623,1992-11-07
535,19,4723,136,640,1992-10-23
536,9,6023,149,653,1992-11-02
537,3,7723,166,670,1992-10-01
538,20,9423,183,687,1992-12-08
539,10,10723,196,700,1992-10-30
540,4,12423,213,717,1992-10-25
541,20,14023,229,733,1992-11-25
542,14,15723,246,750,1992-12-18
543,4,17023,259,763,1992-12-03
544,21,18723,276,780,1992-11-25
545,15,664,293,797,1992-11-15
546,5,1964,306,810,1992-09-25
547,22,3664,323,827,1992-11-29
548,12,4964,336,840,1992-12-28
549,6,6664,353,857,1992-12-01
550,22,8264,369,873,1992-10-21
551,16,9964,386,890,1992-11-27
552,6,11264,399,903,1992-12-27
553,1,12964,416,920,1992-09-29
554,17,14664,433,937,1992-12-07
555,7,15964,446,950,1992-09-22
556,1,17664,463,967,1992-12-22
557,17,19264,479,983,1992-09-27
558,1,1,1,11,1992-12-05
559,13,1300,13,13,1992-10-05
560,7,3000,30,30,1992-10-19
561,1,4700,47,47,1992-12-09
562,14,6000,60,60,1992-10-10
563,8,7700,77,77,1992-11-21
564,21,9000,90,90,1992-12-25
565,15,10700,107,107,1992-10-16
566,8,12300,123,123,1992-10-25
567,2,14000,140,140,1992-11-14
568,15,15300,153,153,1992-12-20
569,9,17000,170,170,1992-12-07
570,3,18700,187,187,1992-10-02
571,16,241,200,200,1992-12-23
572,10,1941,217,217,1992-11-24
573,3,3541,233,233,1992-09-30
574,20,5241,250,250,1992-10-20
575,10,6541,263,263,1992-10-06
576,4,8241,280,280,1992-09-29
577,21,9941,297,297,1992-11-03
578,11,11241,310,310,1992-10-04
579,5,12941,327,327,1992-10-03
580,18,14241,340,340,1992-12-18
581,12,15941,357,357,1992-11-20
582,5,17541,373,373,1992-09-22
583,22,19241,390,390,1992-09-28
584,12,782,403,403,1992-10-01
585,6,2482,420,420,1992-12-21
586,1,4182,437,437,1992-10-13
587,13,5482,450,450,1992-10-27
588,7,7182,467,467,1992-11-12
589,1,8782,483,483,1992-11-10
590,17,10482,500,500,1992-12-27
591,7,11782,9,513,1992-11-17
592,1,13482,26,530,1992-10-28
593,18,15182,43,547,1992-10-08
594,8,16482,56,560,1992-12-18
595,2,18182,73,577,1992-11-22
596,15,19482,86,590,1992-11-01
597,9,1423,103,607,1992-09-29
598,2,3023,119,623,1992-09-27
599,19,4723,136,640,1992-10-19
600,9,6023,149,653,1992-11-01
601,3,7723,166,670,1992-10-11
602,20,9423,183,687,1992-09-21
603,10,10723,196,700,1992-12-17
604,4,12423,213,717,1992-10-02
605,20,14023,229,733,1992-09-26
606,14,15723,246,750,1992-11-04
607,4,17023,259,763,1992-10-23
608,21,18723,276,780,1992-11-30
609,15,664,293,797,1992-09-29
610,5,1964,306,810,1992-12-23
611,22,3664,323,827,1992-12-14
612,12,4964,336,840,1992-11-24
613,6,6664,353,857,1992-11-14
614,22,8264,369,873,1992-11-14
615,16,9964,386,890,1992-11-01
616,6,11264,399,903,1992-10-22
617,1,12964,416,920,1992-12-28
618,17,14664,433,937,1992-11-01
619,7,15964,446,950,1992-10-29
620,1,17664,463,967,1992-11-30
621,17,19264,479,983,1992-09-21
622,1,1,1,11,1992-09-22
623,13,1300,13,13,1992-11-10
624,7,3000,30,30,1992-10-06
625,1,4700,47,47,1992-10-02
626,14,6000,60,60,1992-09-30
627,8,7700,77,77,1992-11-03
628,21,9000,90,90,1992-11-10
629,15,10700,107,107,1992-10-22
630,8,12300,123,123,1992-09-22
631,2,14000,140,140,1992-10-21
632,15,15300,153,153,1992-10-31
633,9,17000,170,170,1992-12-18
634,3,18700,187,187,1992-12-06
635,16,241,200,200,1992-11-07
636,10,1941,217,217,1992-09-23
637,3,3541,233,233,1992-10-24
638,20,5241,250,250,1992-10-04
639,10,6541,263,263,1992-11-02
640,4,8241,280,280,1992-11-19
641,21,9941,297,297,1992-11-16
642,11,11241,310,310,1992-10-14
643,5,12941,327,327,1992-12-09
644,18,14241,340,340,1992-11-20
645,12,15941,357,357,1992-12-19
646,5,17541,373,373,1992-12-10
647,22,19241,390,390,1992-12-16
648,12,782,403,403,1992-10-22
649,6,2482,420,420,1992-11-24
650,1,4182,437,437,1992-10-11
651,13,5482,450,450,1992-10-29
652,7,7182,467,467,1992-11-24
653,1,8782,483,483,1992-11-12
654,17,10482,500,500,1992-10-23
655,7,11782,9,513,1992-11-26
656,1,13482,26,530,1992-10-03
657,18,15182,43,547,1992-10-23
658,8,16482,56,560,1992-11-04
659,2,18182,73,577,1992-10-27
660,15,19482,86,590,1992-10-24
661,9,1423,103,607,1992-09-27
662,2,3023,119,623,1992-10-21
663,19,4723,136,640,1992-10-31
664,9,6023,149,653,1992-11-04
665,3,7723,166,670,1992-09-25
666,20,9423,183,687,1992-12-13
667,10,10723,196,700,1992-12-21
668,4,12423,213,717,1992-11-07
669,20,14023,229,733,1992-12-14
670,14,15723,246,750,1992-11-02
671,4,17023,259,763,1992-11-09
672,21,18723,276,780,1992-12-08
673,15,664,293,797,1992-12-29
674,5,1964,306,810,1992-11-27
675,22,3664,323,827,1992-11-23
676,12,4964,336,840,1992-10-25
677,6,6664,353,857,1992-11-21
678,22,8264,369,873,1992-12-16
679,16,9964,386,890,1992-10-04
680,6,11264,399,903,1992-10-07
681,1,12964,416,920,1992-10-19
682,17,14664,433,937,1992-11-28
683,7,15964,446,950,1992-10-16
684,1,17664,463,967,1992-11-20
685,17,19264,479,983,1992-11-01
686,1,1,1,11,1992-10-12
687,13,1300,13,13,1992-12-01
688,7,3000,30,30,1992-09-25
689,1,4700,47,47,1992-12-19
690,14,6000,60,60,1992-09-21
691,8,7700,77,77,1992-11-01
692,21,9000,90,90,1992-11-21
693,15,10700,107,107,1992-11-26
694,8,12300,123,123,1992-12-19
695,2,14000,140,140,1992-10-07
696,15,15300,153,153,1992-11-12
697,9,17000,170,170,1992-11-24
698,3,18700,187,187,1992-12-08
699,16,241,200,200,1992-10-08
700,10,1941,217,217,1992-11-10
701,3,3541,233,233,1992-10-11
702,20,5241,250,250,1992-10-17
703,10,6541,263,263,1992-12-07
704,4,8241,280,280,1992-11-28
705,21,9941,297,297,1992-09-30
706,11,11241,310,310,1992-09-22
707,5,12941,327,327,1992-12-18
708,18,14241,340,340,1992-10-22
709,12,15941,357,357,1992-10-04
710,5,17541,373,373,1992-10-14
711,22,19241,390,390,1992-09-29
712,12,782,403,403,1992-09-24
713,6,2482,420,420,1992-12-28
714,1,4182,437,437,1992-10-18
715,13,5482,450,450,1992-10-29
716,7,7182,467,467,1992-11-01
717,1,8782,483,483,1992-12-25
718,17,10482,500,500,1992-11-09
719,7,11782,9,513,1992-12-13
720,1,13482,26,530,1992-10-06
721,18,15182,43,547,1992-11-14
722,8,16482,56,560,1992-12-15
723,2,18182,73,577,1992-09-28
724,15,19482,86,590,1992-10-31
725,9,1423,103,607,1992-11-01
726,2,3023,119,623,1992-11-20
727,19,4723,136,640,1992-10-15
728,9,6023,149,653,1992-12-24
729,3,7723,166,670,1992-10-23
730,20,9423,183,687,1992-10-15
731,10,10723,196,700,1992-12-05
732,4,12423,213,717,1992-12-11
733,20,14023,229,733,1992-10-29
734,14,15723,246,750,1992-12-22
735,4,17023,259,763,1992-12-26
736,21,18723,276,780,1992-12-26
737,15,664,293,797,1992-10-31
738,5,1964,306,810,1992-12-09
739,22,3664,323,827,1992-11-13
740,12,4964,336,840,1992-10-13
741,6,6664,353,857,1992-12-07
742,22,8264,369,873,1992-10-30
743,16,9964,386,890,1992-10-09
744,6,11264,399,903,1992-09-28
745,1,12964,416,920,1992-10-21
746,17,14664,433,937,1992-11-18
747,7,15964,446,950,1992-10-21
748,1,17664,463,967,1992-12-07
749,17,19264,479,983,1992-12-04
750,1,1,1,11,1992-12-19
751,13,1300,13,13,1992-12-12
752,7,3000,30,30,1992-12-25
753,1,4700,47,47,1992-09-23
754,14,6000,60,60,1992-11-26
755,8,7700,77,77,1992-11-26
756,21,9000,90,90,1992-12-02
757,15,10700,107,107,1992-10-11
758,8,12300,123,123,1992-09-22
759,2,14000,140,140,1992-11-08
760,15,15300,153,153,1992-11-26
761,9,17000,170,170,1992-11-12
762,3,18700,187,187,1992-11-01
763,16,241,200,200,1992-10-01
764,10,1941,217,217,1992-12-22
765,3,3541,233,233,1992-10-16
766,20,5241,250,250,1992-11-21
767,10,6541,263,263,1992-11-30
768,4,8241,280,280,1992-11-02
769,21,9941,297,297,1992-11-17
770,11,11241,310,310,1992-11-26
771,5,12941,327,327,1992-10-27
772,18,14241,340,340,1992-10-11
773,12,15941,357,357,1992-12-12
774,5,17541,373,373,1992-11-13
775,22,19241,390,390,1992-12-12
776,12,782,403,403,1992-11-30
